epoch,loss,val_loss
0,0.0279082003980875,0.006924687419086695
1,0.005834508221596479,0.004802803974598646
2,0.004420246463268995,0.004975797142833471
3,0.003787464229390025,0.0036201411858201027
4,0.003281685058027506,0.0031594019383192062
5,0.003264558734372258,0.002941910410299897
6,0.0027018713299185038,0.0028083252254873514
7,0.0027625069487839937,0.002670080866664648
8,0.002438686089590192,0.0025713336654007435
9,0.0023732339031994343,0.002419047523289919
